9    mettre tes                    mEt te                        viens r' mettre tes souliers a
13   desordre que                  de-zORd k2                    peu le desordre que tu
153  livre mais                    liv mE                        prends le livre mais fais attention
153  autres vont                   ot v§                         que les autres vont tomber
214  sucre que                     syk k2                        du sucre que c' est .
251  souffle sur                   suf syR                       i' souffle sur la fleur nicolas
284  arbre ce                      aRb s2                        est un arbre ce n'
339  montres la                    m§t la                        que tu montres la porte
400  cadre la                      kad la                        sur le cadre la .
407  etre toute                    Et tut                        maman va etre toute sale
425  mettre ton                    mEt t§                        un peu mettre ton #
524  livre tantot                  liv t@-tO                     mis le livre tantot ?
583  prendre donc                  pR@d d§k                      va bien prendre donc ?
588  prendre sais                  pR@d sE                       pas tout prendre sais tu
625  etre casse                    Et kas                        va encore etre casse plus
648  autre boite                   ot bwat                       dans l' autre boite i'
661  remettre la                   R°-mEt la                     va remettre la moto dans la
671  autre boite                   ot bwat                       dans l' autre boite .
672  autre boite                   ot bwat                       dans l' autre boite .
679  mettre tu                     mEt ty                        de la mettre tu es
713  autres cles                   ot kle                        mettais des autres cles ?
720  mettre tes                    mEt te                        va mettre tes souliers hein .
731  mettre ton                    mEt t§                        tu vas mettre ton soulier ?
733  autre bas                     ot ba                         l' autre bas oui .
754  mettre du                     mEt dy                        maman va mettre du cirage oui
768  mettre du                     mEt dy                        non pas mettre du cirage
777  attendre que                  a-t@d k2                      faut attendre que maman ait frotte
787  mettre la                     mEt la                        va t' mettre la .
790  mettre la                     mEt la                        va t' mettre la .
861  mettre tes                    mEt te                        va mettre tes souliers sur le
863  mettre les                    mEt le                        faut les mettre les souliers
872  autre musique                 ot my-zik                     encore une autre musique ?
927  autre sens                    ot s@s                        dans l' autre sens .
930  autre crayon                  ot kRE-j§                     l' autre crayon .
947  descendre remonter            de-s@d R°-m§-te               descendre remonter .
977  perdre tout                   pERd tu                       tu vas perdre tout tout
988  ouvre la                      uv la                         on ouvre la porte ?
1003 autre camion                  ot ka-mj§                     faudrait un autre camion un plus
44438etre beau                     Et bo                         commence a etre beau .
44497etre plus                     Et ply                        oui peut etre plus tard
44615mettre pour                   mEt puR                       tu vas mettre pour aller
44635etre ton                      Et t§                         peut etre ton snowsuit ?
44653mettre des                    mEt de                        faut mettre des briques .
44656ouvre ta                      uv ta                         ouvre ta f' netre .
44665autre cote                    ot kOt                        de l' autre cote maint'
44690autre cote                    ot kOt                        de l' autre cote .
44714mettre deux                   mEt d2                        on peut mettre deux portes
44715mettre deux                   mEt d2                        on peut mettre deux portes .
44728mettre tes                    mEt te                        tu dois mettre tes volets la
44743mettre la                     mEt la                        sais tu mettre la porte ?
44748contre la                     k§t la                        contre la et la maint' nant
44754remettre des                  R°-mEt de                     pas # remettre des des
44755mettre tes                    mEt te                        faut pas mettre tes briques
44756autre sinon                   ot si-n§                      d' l' autre sinon apres
44759autre chose                   ot Soz                        t' montrer autre chose cheri
44771autre c'                      ot s'                         d' l' autre c' est
44786mettre moi                    mEt mwa                       les les mettre moi parce
44803mettre tantot                 mEt t@-tO                     voulu la mettre tantot .
44851quatre cinq                   kat s5k                       quatre cinq .
44863autre cote                    ot kOt                        de lh autre cote ?
44868mettre sur                    mEt syR                       faut en mettre sur le
44886mettre ton                    mEt t§                        mieux d' mettre ton toit
44887mettre ton                    mEt t§                        mieux de mettre ton toit
44898entre pas                     @t pa                         ca n' entre pas .
44906etre si                       Et si                         ca peut etre si tu
44916autre grande                  ot gR@d                       encore une autre grande .
44935entendre parler               @-t@d paR-le                  vas t' entendre parler .
44953autre jour                    ot ZuR                        fera un autre jour .
44967ouvre la                      uv la                         qui s' ouvre la .
44968autre part                    ot paR                        elle est autre part moi
44985montre pas                    m§t pa                        on te montre pas .
44986montre comment                m§t ko-m@                     on te montre comment faire le
44994apprendre beaucoup            a-pR@d bo-ku                  faut encore apprendre beaucoup de
45058mettre tes                    mEt te                        mais sans mettre tes souliers
45064double noeud                  dub n2                        fait un double noeud pour
45082autre mais                    ot mE                         l' autre mais je n' sais
45113mettre ca                     mEt sa                        tu peus mettre ca .
45116autre maintenant              ot m5t-n@                     trouver l' autre maintenant .
45136coudre ca                     kud sa                        machine a coudre ca .
45153table de                      tab d2                        comme une table de travail
45188mettre comme                  mEt kOm                       va l' mettre comme ca
45219prendre ce                    pR@d s2                       tu peus prendre ce couteau ci
45250mettre tout                   mEt tu                        veus la mettre tout pres
45263autres choses                 ot Soz                        toutes les autres choses que
45264autre moment                  ot mo-m@                      ca un autre moment hein
45265autre chose                   ot Soz                        peu d' autre chose quannd
45268mettre des                    mEt de                        pour mettre des bonbons dans la
45269couvercle l'                  ku-vERk l                     jette le couvercle l' autre
45269autre jour                    ot ZuR                        couvercle l' autre jour .
45273couvercle de                  ku-vERk d2                    le couvercle de quoi ?
45280semble que                    s@b k2                        il me semble que si moi
45283couvercle de                  ku-vERk d2                    le couvercle de cette boite la
45309mettre les                    mEt le                        faut mettre les petits cubes .
45311mettre des                    mEt de                        pour mettre des cubes et retirer
45329remettre les                  R°-mEt le                     mieux de remettre les bombonnes
45333autres cubes                  ot kyb                        mets les autres cubes .
45342autre cote                    ot kOt                        de l' autre cote .
45345autre cote                    ot kOt                        de l' autre cote celui~la .
45346autre sens                    ot s@s                        dans l' autre sens .
45347autre sens                    ot s@s                        dans l' autre sens comme
45350entre les                     @t le                         l' echelle entre les deux
45353contre la                     k§t la                        la met contre la maison
45367remettre l'                   R°-mEt l                      problemes pour remettre l' echelle
45383entre le                      @t l2                         la entre le nez et la
45393etre pas                      Et pa                         non peut etre pas .
45394etre que                      Et k2                         oui peut etre que oui
45409ensemble la                   @-s@b la                      les cubes ensemble la mon
45439ouvre tes                     uv tez                        mais ouvre tes yeux .
45440ouvres tes                    uv tez                        tu ouvres tes yeux et tu
45454prendre moi                   pR@d mwa                      su la prendre moi parce
45462prendre ta                    pR@d ta                       prendre ta main main .
45463mettre ta                     mEt ta                        mettre ta main .
45523autre chose                   ot Soz                        joueer avec autre chose .
45525autre chose                   ot Soz                        joues avec autre chose avec
45570quatre roues                  kat Ru                        avec les quatre roues et
45637mettre dans                   mEt d@                        faut les mettre dans .
45638mettre mettre                 mEt mEtR                      faut les mettre mettre un
45658ouvre pas                     uv pa                         non n' ouvre pas mon
45666mettre quelque                mEt kElk                      il faut mettre quelque chose pour
45694etre casses                   Et kas                        peuvent bien etre casses sais
45718etre plus                     Et ply                        sera peut etre plus facile
45796autre cote                    ot kOt                        de l' autre cote .
45866pauvre monsieur               pov m°-sj2                    ho l' pauvre monsieur .
45875faible s'                     fEb s                         et tout faible s' il
45917autre mamy                    ot ma-mi                      l' autre mamy .
45919autre jour                    ot ZuR                        alle l' autre jour chercher
45926notre voiture                 nOt vwa-tyR                   ta dans notre voiture .
46100pauvre petit                  pov p°-ti                     pauvre petit mais il faut dormir
46122enregistre si                 @R-Zist si                    on t' enregistre si ?
46148mettre des                    mEt de                        il faudra mettre des des
46178mettre les                    mEt le                        doit les mettre les reporter
46184rentrent dans                 R@t d@                        pantouffles qui rentrent dans l'
46184autre pied                    ot pje                        dans l' autre pied .
46207autre chapeau                 ot Sa-po                      est un autre chapeau aussi
46282entendre dans                 @-t@d d@                      va past' entendre dans l'
46288prendre ca                    pR@d sa                       tu peus prendre ca .
46311meubles qu'                   m9b k                         des quels meubles qu' on
46313meubles bien                  m9b bj5                       voir des meubles bien speciaux
46315meubles pour                  m9b puR                       non des meubles pour qui
46330chambres pour                 S@b puR                       regardait les chambres pour toi
46334meubles pour                  m9b puR                       est les meubles pour toi
46335meubles pour                  m9b puR                       bien les meubles pour toi
46337meubles rouges                m9b RuZ                       des meubles rouges toi mon chou
46375enregistre tantot             @R-Zist t@-tO                 on t' enregistre tantot .
46408autre va                      ot va                         bas l' autre va tres
46426autre chose                   ot Soz                        encor faits autre chose ?
46566pauvre petit                  pov p°-ti                     sa queue pauvre petit cheval
46573mettre peut                   mEt p2                        pour le mettre peut etre
46663etre quand                    Et k@                         peut etre quand tu seras .
46719montre comment                m§t ko-m@                     hein on montre comment le
46811autre cote                    ot kOt                        de l' autre cote aussi sans
46857entre les                     @t le                         y a entre les rails
46893montre moi                    m§t mwa                       montre moi .
46994autres fois                   ot fwa                        et les autres fois on n'
47026etre faire                    Et fER                        peut peut etre faire de
47027etre de                       Et d2                         fait peut etre de la
47028etre de                       Et d2                         fait peut etre de la
